20251213_165902_771_angle90_speed60.png,90,60
20251213_165903_141_angle90_speed60.png,90,60
20251213_165903_177_angle90_speed60.png,90,60
20251213_165903_241_angle90_speed60.png,90,60
20251213_165903_441_angle90_speed60.png,90,60
20251213_165903_541_angle90_speed60.png,90,60
20251213_165903_577_angle90_speed60.png,90,60
20251213_165903_641_angle90_speed60.png,90,60
20251213_165903_677_angle90_speed60.png,90,60
20251213_165903_741_angle90_speed60.png,90,60
20251213_165903_777_angle90_speed60.png,90,60
20251213_165903_943_angle90_speed60.png,90,60
20251213_165903_977_angle90_speed60.png,90,60
20251213_165904_041_angle90_speed60.png,90,60
20251213_165904_077_angle90_speed60.png,90,60
20251213_165904_142_angle90_speed60.png,90,60
20251213_165904_308_angle90_speed60.png,90,60
20251213_165904_367_angle90_speed60.png,90,60
20251213_165904_454_angle90_speed60.png,90,60
20251213_165904_507_angle90_speed60.png,90,60
20251213_165904_606_angle90_speed60.png,90,60
20251213_165904_667_angle90_speed60.png,90,60
20251213_165904_956_angle90_speed60.png,90,60
20251213_165905_114_angle90_speed60.png,90,60
20251213_165905_297_angle90_speed60.png,90,60
20251213_165905_476_angle90_speed60.png,90,60
20251213_165905_567_angle90_speed50.png,90,50
20251213_165905_664_angle90_speed50.png,90,50
20251213_165905_846_angle90_speed50.png,90,50
20251213_165907_546_angle90_speed50.png,90,50
20251213_165907_610_angle90_speed50.png,90,50
20251213_165907_678_angle90_speed50.png,90,50
20251213_165907_742_angle90_speed50.png,90,50
20251213_165907_778_angle90_speed50.png,90,50
20251213_165907_978_angle90_speed50.png,90,50
20251213_165908_042_angle90_speed50.png,90,50
20251213_165908_078_angle90_speed50.png,90,50
20251213_165908_142_angle90_speed50.png,90,50
20251213_165908_242_angle90_speed50.png,90,50
20251213_165908_278_angle90_speed50.png,90,50
20251213_165908_342_angle90_speed50.png,90,50
20251213_165908_442_angle90_speed50.png,90,50
20251213_165908_542_angle90_speed50.png,90,50
20251213_165908_578_angle90_speed50.png,90,50
20251213_165908_642_angle90_speed50.png,90,50
20251213_165908_678_angle90_speed50.png,90,50
20251213_165908_742_angle90_speed50.png,90,50
20251213_165908_778_angle90_speed50.png,90,50
20251213_165908_842_angle90_speed50.png,90,50
20251213_165908_970_angle90_speed50.png,90,50
20251213_165909_031_angle90_speed50.png,90,50
20251213_165909_170_angle90_speed50.png,90,50
20251213_165909_240_angle90_speed50.png,90,50
20251213_165909_297_angle90_speed50.png,90,50
20251213_165909_384_angle90_speed50.png,90,50
20251213_165909_440_angle90_speed50.png,90,50
20251213_165909_535_angle90_speed50.png,90,50
20251213_165909_621_angle90_speed50.png,90,50
20251213_165909_714_angle90_speed50.png,90,50
20251213_165909_806_angle90_speed50.png,90,50
20251213_165909_895_angle90_speed50.png,90,50
20251213_165909_984_angle90_speed50.png,90,50
20251213_165910_171_angle90_speed50.png,90,50
20251213_165910_272_angle90_speed50.png,90,50
20251213_165910_362_angle90_speed50.png,90,50
20251213_165910_457_angle90_speed50.png,90,50
20251213_165912_153_angle90_speed50.png,90,50
20251213_165912_210_angle90_speed50.png,90,50
20251213_165912_278_angle90_speed50.png,90,50
20251213_165912_378_angle90_speed50.png,90,50
20251213_165912_442_angle90_speed50.png,90,50
20251213_165912_478_angle90_speed50.png,90,50
20251213_165912_542_angle90_speed50.png,90,50
20251213_165912_578_angle90_speed50.png,90,50
20251213_165912_642_angle90_speed50.png,90,50
20251213_165912_742_angle90_speed50.png,90,50
20251213_165912_778_angle90_speed50.png,90,50
20251213_165912_842_angle90_speed50.png,90,50
20251213_165912_878_angle90_speed50.png,90,50
20251213_165912_942_angle90_speed50.png,90,50
20251213_165912_978_angle90_speed50.png,90,50
20251213_165913_042_angle90_speed50.png,90,50
20251213_165913_078_angle90_speed50.png,90,50
20251213_165913_178_angle90_speed50.png,90,50
20251213_165913_342_angle90_speed50.png,90,50
20251213_165913_440_angle90_speed50.png,90,50
20251213_165913_525_angle90_speed50.png,90,50
20251213_165913_591_angle90_speed50.png,90,50
20251213_165913_646_angle90_speed50.png,90,50
20251213_165913_746_angle90_speed50.png,90,50
20251213_165913_995_angle90_speed50.png,90,50
20251213_165914_398_angle90_speed50.png,90,50
20251213_165914_496_angle90_speed50.png,90,50
20251213_165914_829_angle90_speed50.png,90,50
20251213_165914_928_angle90_speed50.png,90,50
20251213_165915_036_angle90_speed50.png,90,50
20251213_165915_220_angle90_speed50.png,90,50
20251213_165915_322_angle90_speed50.png,90,50
20251213_165915_512_angle90_speed50.png,90,50
20251213_165917_123_angle90_speed50.png,90,50
20251213_165917_242_angle90_speed50.png,90,50
20251213_165917_342_angle90_speed50.png,90,50
20251213_165917_378_angle90_speed50.png,90,50
20251213_165917_478_angle90_speed50.png,90,50
20251213_165917_542_angle90_speed50.png,90,50
20251213_165917_578_angle90_speed50.png,90,50
20251213_165917_642_angle90_speed50.png,90,50
20251213_165917_778_angle90_speed50.png,90,50
